DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Zip Codes
161314113,6/19/2016,6/19/2016,2030,13,Newton,1342,624,BATTERY - SIMPLE ASSAULT,1258 0913 0510 0531,10,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700    MAPLE                        AV,,"(34.0149, -118.2709)",90011
161314114,6/19/2016,6/19/2016,1830,13,Newton,1345,761,BRANDISH WEAPON,0334 0421 0319 0432 1822,31,F,H,402,MARKET,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,761,930,,,40TH                         PL,CENTRAL                      AV,"(34.0102, -118.2565)",90011
161314115,6/20/2016,6/18/2016,900,13,Newton,1303,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,OLYMPIC,SAN JULIAN,"(34.0369, -118.2522)",90015
161314116,6/20/2016,6/20/2016,2340,13,Newton,1365,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0432 0416 0419,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1300 E  46TH                         ST,,"(34.0021, -118.2521)",90011
161314117,6/19/2016,6/19/2016,2135,13,Newton,1344,210,ROBBERY,0432 0344,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4100    AVALON                       BL,,"(34.0092, -118.2652)",90011
161314118,6/20/2016,6/20/2016,200,13,Newton,1346,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0432 0416,45,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1300 E  42ND                         ST,,"(34.0076, -118.2521)",90011
161314119,6/19/2016,6/14/2016,1400,13,Newton,1353,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0416 0432 0913 1813,52,M,H,203,OTHER BUSINESS,304,CLUB/BAT,AO,Adult Other,230,,,,800 E  VERNON                       AV,,"(34.0039, -118.2617)",90011
161314121,6/19/2016,6/19/2016,2330,13,Newton,1395,220,ATTEMPTED ROBBERY,0337 0411,23,M,H,301,GAS STATION,207,OTHER KNIFE,IC,Invest Cont,220,,,,AVALON                       BL,FLORENCE,"(33.9748, -118.2652)",90003
161314122,6/20/2016,6/19/2016,2200,13,Newton,1394,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,63,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 E  68TH                         ST,,"(33.9779, -118.2717)",90003
161314123,6/19/2016,6/19/2016,2300,13,Newton,1394,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 0913 0602,24,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,200 E  69TH                         ST,,"(33.977, -118.2717)",90003
161314128,6/20/2016,6/19/2016,2000,13,Newton,1333,310,BURGLARY,344,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,600 E  29TH                         ST,,"(34.02, -118.2648)",90011
161314129,6/13/2016,3/29/2016,1600,13,Newton,1365,664,"BUNCO, PETTY THEFT",344,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,4700    HOOPER                       AV,,"(34.0011, -118.2521)",90011
161314130,6/20/2016,6/20/2016,430,13,Newton,1344,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1309,56,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,400 E  42ND                         PL,,"(34.0078, -118.2636)",90011
161314133,6/20/2016,6/18/2016,900,13,Newton,1303,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0432 0443,44,M,H,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,998,,,700 E  12TH                         ST,,"(34.0337, -118.2533)",90015
161314134,6/20/2016,6/20/2016,1635,13,Newton,1317,210,ROBBERY,0344 0302 0334,0,M,H,203,OTHER BUSINESS,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,1300 E  WASHINGTON                   BL,,"(34.0245, -118.2505)",90021
161314135,6/20/2016,6/20/2016,800,13,Newton,1341,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700 S  HILL                         ST,,"(34.0163, -118.2771)",90089
161314136,6/20/2016,6/17/2016,1300,13,Newton,1341,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,52,M,H,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,3800    BROADWAY                     PL,,"(34.0133, -118.276)",90007
161314137,6/20/2016,6/20/2016,1730,13,Newton,1347,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300    LIMA                         ST,,"(34.0058, -118.2462)",90011
161314139,6/20/2016,6/20/2016,1200,13,Newton,1371,210,ROBBERY,2000 1813 0344 0916 0354 0330,21,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,5200 S  BROADWAY,,"(33.9956, -118.2783)",90037
161314140,6/18/2016,5/29/2016,1200,13,Newton,1362,354,THEFT OF IDENTITY,0100 0930 1822,49,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 E  51ST                         ST,,"(33.9966, -118.2701)",90011
161314142,6/20/2016,6/20/2016,955,13,Newton,1309,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 0345,36,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,2400 E  16TH                         ST,,"(34.0197, -118.2303)",90021
161314147,6/20/2016,6/20/2016,1800,13,Newton,1324,624,BATTERY - SIMPLE ASSAULT,0448 0444 0913,34,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1400 E  21ST                         ST,,"(34.021, -118.2498)",90011
161314155,6/20/2016,6/17/2016,2300,13,Newton,1313,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  14TH                         PL,,"(34.0298, -118.2521)",90021
161314160,6/20/2016,6/20/2016,1,13,Newton,1345,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,41ST                         ST,NAOMI                        ST,"(34.0093, -118.2538)",90011
161314161,6/20/2016,6/20/2016,1000,13,Newton,1324,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,20TH                         ST,CENTRAL                      AV,"(34.0233, -118.2516)",90011
161314166,6/20/2016,6/20/2016,1350,13,Newton,1364,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1221 0352,0,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,4700    HOOPER                       AV,,"(33.9994, -118.2543)",90011
161314167,6/20/2016,6/20/2016,2020,13,Newton,1346,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0361 0431,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,1400 E  43RD                         ST,,"(34.0059, -118.2497)",90011
161314168,6/20/2016,6/19/2016,1200,13,Newton,1394,310,BURGLARY,344,47,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,200 E  69TH                         ST,,"(33.977, -118.2717)",90003
161314169,6/20/2016,6/20/2016,1955,13,Newton,1362,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1402 0907 1313 0446 0305 0416 0429 1822,27,F,W,102,SIDEWALK,304,CLUB/BAT,AA,Adult Arrest,230,998,,,4800    AVALON                       BL,,"(33.9981, -118.2697)",90011
161314174,6/20/2016,6/20/2016,1,13,Newton,1371,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,25,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,341,,,,100 W  52ND                         ST,,"(33.9956, -118.274)",90037
161314175,6/20/2016,5/16/2016,1200,13,Newton,1351,354,THEFT OF IDENTITY,0800 0928,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  40TH                         PL,,"(34.0101, -118.274)",90037
161314176,6/13/2016,6/2/2016,1200,13,Newton,1364,354,THEFT OF IDENTITY,0800 0930 1814 0922,46,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 E  53RD                         ST,,"(33.9994, -118.2543)",90011
161314177,6/20/2016,6/17/2016,1830,13,Newton,1313,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",377,47,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1500    PALOMA                       ST,,"(34.0286, -118.2497)",90021
161314178,6/20/2016,6/20/2016,1100,1,Central,122,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913,31,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,100 N  HILL                         ST,,"(34.0572, -118.2481)",90012
161314182,6/20/2016,6/20/2016,100,13,Newton,1321,330,BURGLARY FROM VEHICLE,0344 1300 1609,28,M,H,101,STREET,,,IC,Invest Cont,330,,,,1900 S  LOS ANGELES                  ST,,"(34.0306, -118.2635)",90015
161314183,6/20/2016,6/20/2016,2100,13,Newton,1394,210,ROBBERY,0342 1822 0416 0355 0337 0344,36,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,MAIN,FLORENCE,"(33.9747, -118.2739)",90003
161314184,6/20/2016,6/20/2016,1150,13,Newton,1323,354,THEFT OF IDENTITY,0800 0928,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 E  ADAMS                        BL,,"(34.0216, -118.2613)",90011
161314185,6/21/2016,6/19/2016,2120,13,Newton,1346,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,60,F,B,402,MARKET,,,IC,Invest Cont,440,,,,4300 S  CENTRAL                      AV,,"(34.0058, -118.2565)",90011
161314186,6/21/2016,6/21/2016,5,13,Newton,1344,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0334 0319 0421 0603 0361 0602,0,F,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,,,,400 E  41ST                         PL,,"(34.0082, -118.2681)",90011
161314187,6/20/2016,6/4/2016,2000,13,Newton,1367,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913,20,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,4800    COMPTON                      AV,,"(34.0002, -118.2478)",90011
161314191,6/20/2016,6/20/2016,2330,13,Newton,1372,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0552 1309,4,F,B,101,STREET,,,AA,Adult Arrest,237,,,,SAN PEDRO                    ST,60TH                         ST,"(33.9923, -118.2696)",90011
161314193,6/20/2016,6/16/2016,1200,13,Newton,1394,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0552 0553 2004,0,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,237,,,,100 E  65TH                         ST,,"(33.9806, -118.2739)",90003
161314194,6/21/2016,6/20/2016,1900,13,Newton,1367,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,28,F,H,101,STREET,,,IC,Invest Cont,740,,,,COMPTON                      AV,45TH                         ST,"(34.003, -118.2478)",90011
161314200,6/21/2016,6/21/2016,240,13,Newton,1317,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,1300 E  WASHINGTON                   BL,,"(34.0245, -118.2505)",90021
161314201,6/21/2016,6/21/2016,15,13,Newton,1331,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104,22,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,200 W  ADAMS                        BL,,"(34.0258, -118.2708)",90007
161314202,6/21/2016,6/21/2016,200,13,Newton,1326,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 E  33RD                         ST,,"(34.0148, -118.2494)",90011
161314207,6/21/2016,6/21/2016,930,13,Newton,1343,210,ROBBERY,0337 0344 0334 0411 0432,54,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,MARTIN LUTHER KING JR        BL,AVALON                       BL,"(34.0111, -118.2653)",90011
161314208,6/21/2016,6/18/2016,1500,13,Newton,1323,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,46,M,H,101,STREET,,,IC,Invest Cont,420,,,,1100 E  24TH                         ST,,"(34.0216, -118.2564)",90011
161314210,6/21/2016,6/20/2016,1800,13,Newton,1343,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,40TH                         ST,AVALON,"(34.0102, -118.2653)",90011
161314211,6/21/2016,6/20/2016,1330,13,Newton,1317,330,BURGLARY FROM VEHICLE,344,44,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,1300 E  18TH                         ST,,"(34.0252, -118.2499)",90021
161314212,6/20/2016,6/14/2016,1300,13,Newton,1303,440,THEFT PLAIN - PETTY ($950 & UNDER),344,29,M,W,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,900 E  12TH                         ST,,"(34.0321, -118.2499)",90021
161314213,6/21/2016,6/21/2016,1500,13,Newton,1344,210,ROBBERY,0344 0416 1402,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,42ND                         ST,AVALON                       BL,"(34.0076, -118.2653)",90011
161314214,6/20/2016,6/19/2016,1600,13,Newton,1383,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,58,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,SAN PEDRO                    ST,61ST                         ST,"(33.9843, -118.2695)",90003
161314215,6/20/2016,6/20/2016,1255,13,Newton,1343,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2001 1813 0431 2000,37,M,H,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,IC,Invest Cont,236,,,,3400    MCKINLEY                     AV,,"(34.0132, -118.2603)",90011
161314216,6/21/2016,6/21/2016,410,13,Newton,1309,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,0,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,2400 E  OLYMPIC                      BL,,"(34.0256, -118.2299)",90021
161314217,6/21/2016,6/21/2016,900,13,Newton,1377,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,44,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,1500 E  55TH                         ST,,"(33.993, -118.2478)",90011
161314218,6/21/2016,6/21/2016,1430,13,Newton,1321,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,200 W  25TH                         ST,,"(34.0268, -118.2702)",90007
161314219,6/21/2016,6/17/2016,600,13,Newton,1362,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,21,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 E  47TH                         ST,,"(34.0007, -118.2696)",90011
161314237,6/21/2016,6/20/2016,930,13,Newton,1345,310,BURGLARY,0344 1221 0352,62,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300 E  33RD                         ST,,"(34.0133, -118.2522)",90011
161314238,6/21/2016,6/21/2016,1425,13,Newton,1372,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0416 1822,60,M,H,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,230,,,,5300 S  MAIN                         ST,,"(33.9943, -118.2739)",90011
161314239,6/20/2016,6/18/2016,1430,13,Newton,1361,662,"BUNCO, GRAND THEFT",0701 0344 1402,26,M,A,101,STREET,,,IC,Invest Cont,662,998,,,300 W  51ST                         ST,,"(33.9965, -118.2783)",90037
161314240,6/21/2016,6/20/2016,2300,13,Newton,1347,330,BURGLARY FROM VEHICLE,0344 1300 1221 0352,27,M,H,101,STREET,,,IC,Invest Cont,330,,,,1500 E  41ST                         ST,,"(34.0086, -118.2474)",90011
161314241,6/21/2016,6/16/2016,1530,13,Newton,1362,350,"THEFT, PERSON",344,56,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,51ST                         ST,AVALON                       BL,"(33.9966, -118.2652)",90011
161314242,6/21/2016,6/21/2016,1610,13,Newton,1351,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,1300 0913,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,902,,,,500 W  80TH                         ST,,"(34.0075, -118.2775)",90037
161314243,6/21/2016,6/21/2016,700,13,Newton,1331,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,200 W  28TH                         ST,,"(34.0241, -118.272)",90007
161314245,6/18/2016,6/18/2016,1900,13,Newton,1323,624,BATTERY - SIMPLE ASSAULT,0416 0913,16,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 E  ADAMS                        BL,,"(34.0199, -118.2575)",90011
161314246,6/21/2016,6/15/2016,2100,13,Newton,1333,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 2000 0421 1241 1242 1243,38,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 E  28TH                         ST,,"(34.0208, -118.2643)",90011
161314249,6/21/2016,6/21/2016,1740,13,Newton,1325,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1259 0913 0319 0432 0906 1816 0345,17,M,H,103,ALLEY,113,SIMULATED GUN,AO,Adult Other,930,,,,2600    HOOPER                       AV,,"(34.0164, -118.2534)",90011
161314250,6/22/2016,6/17/2016,1940,13,Newton,1346,624,BATTERY - SIMPLE ASSAULT,447,25,F,B,501,SINGLE FAMILY DWELLING,306,ROCK/THROWN OBJECT,IC,Invest Cont,624,,,,1400 E  43RD                         ST,,"(34.0059, -118.2497)",90011
161314252,6/22/2016,6/21/2016,2200,13,Newton,1375,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 E  55TH                         ST,,"(33.993, -118.2499)",90011
161314259,6/21/2016,6/20/2016,2100,13,Newton,1307,330,BURGLARY FROM VEHICLE,344,25,M,W,101,STREET,,,IC,Invest Cont,330,,,,1000 E  8TH                          ST,,"(34.0359, -118.246)",90021
161314260,6/22/2016,6/22/2016,715,13,Newton,1321,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 1822 0334 0429,0,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,23RD                         ST,FLOWER                       ST,"(34.0302, -118.273)",90007
161314261,6/22/2016,6/22/2016,520,13,Newton,1346,210,ROBBERY,2000 0344 0419 0448 0906 0330 1305,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,626,,,42ND                         ST,CENTRAL                      AV,"(34.0067, -118.2565)",90011
161314262,6/21/2016,6/21/2016,2255,13,Newton,1303,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0601 0311 0327,23,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,1200 E  OLYMPIC                      BL,,"(34.0336, -118.2459)",90021
161314264,6/22/2016,6/14/2016,5,13,Newton,1371,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,54,M,H,108,PARKING LOT,,,IC,Invest Cont,341,,,,5600 S  MAIN                         ST,,"(33.9924, -118.2772)",90037
161314271,6/22/2016,6/21/2016,1645,13,Newton,1321,310,BURGLARY,321,0,M,H,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,1900 S  LOS ANGELES                  ST,,"(34.0306, -118.2635)",90015
161314274,6/22/2016,6/22/2016,1100,13,Newton,1327,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1500 E  21ST                         ST,,"(34.0197, -118.2474)",90011
161314276,6/22/2016,6/21/2016,2200,13,Newton,1353,330,BURGLARY FROM VEHICLE,1609 1307 0321 0344,25,F,H,101,STREET,,,IC,Invest Cont,330,,,,4300    AVALON                       BL,,"(34.0057, -118.2652)",90011
161314277,6/22/2016,6/22/2016,740,13,Newton,1309,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900    MATEO                        ST,,"(34.0225, -118.2325)",90021
161314279,6/22/2016,4/1/2016,1200,13,Newton,1353,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 0913 1217,27,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,810,,,,700 E  VERNON                       AV,,"(34.0039, -118.2635)",90011
161314280,6/22/2016,6/22/2016,1500,13,Newton,1331,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HILL                         ST,ADAMS                        BL,"(34.0258, -118.2708)",90007
161314282,6/22/2016,6/21/2016,1500,13,Newton,1395,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,300 E  FLORENCE                     AV,,"(33.9784, -118.263)",90001
161314283,6/22/2016,6/22/2016,1500,13,Newton,1377,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,57TH                         ST,DUARTE                       AV,"(33.9913, -118.2422)",90058
161314284,6/22/2016,6/22/2016,1055,13,Newton,1341,210,ROBBERY,0344 0355 1309 0336 0352,47,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,MAIN                         ST,MARTIN LUTHER KING JR,"(34.0111, -118.274)",90037
161314288,6/22/2016,6/22/2016,1730,13,Newton,1375,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0371 0302 1309 0334 0906 1822,29,F,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,1300 E  57TH                         ST,,"(33.9912, -118.2521)",90011
161314289,6/22/2016,6/22/2016,1730,13,Newton,1375,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0371 0302 1309 0334 0906,25,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,1300 E  57TH                         ST,,"(33.9912, -118.2521)",90011
161314290,6/22/2016,6/22/2016,1215,13,Newton,1367,624,BATTERY - SIMPLE ASSAULT,0416 1309,39,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4400    HONDURAS                     ST,,"(34.0039, -118.2441)",90011
161314291,6/22/2016,6/22/2016,1215,13,Newton,1367,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1309,0,M,H,101,STREET,,,IC,Invest Cont,420,,,,4400    HONDURAS                     ST,,"(34.0039, -118.2441)",90011
161314292,6/22/2016,6/16/2016,1900,13,Newton,1372,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1814,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,200 E  54TH                         ST,,"(33.9934, -118.272)",90011
161314294,6/22/2016,6/22/2016,1400,13,Newton,1361,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0401 0913 2000 1309,20,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,100 W  VERNON                       AV,,"(34.0038, -118.274)",90037
161314295,6/22/2016,6/16/2016,2200,13,Newton,1309,330,BURGLARY FROM VEHICLE,344,27,M,W,101,STREET,,,IC,Invest Cont,330,,,,2200 E  WASHINGTON                   BL,,"(34.0191, -118.2337)",90021
161314297,6/22/2016,6/22/2016,2200,13,Newton,1391,946,OTHER MISCELLANEOUS CRIME,1309 1402 0100,34,M,H,101,STREET,,,AO,Adult Other,946,998,,,MAIN,FLORENCE,"(33.9789, -118.2795)",90003
161314298,6/22/2016,6/22/2016,2338,13,Newton,1367,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1813 0446 0416,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1500 E  51ST                         ST,,"(33.9967, -118.2478)",90011
161314299,6/23/2016,6/22/2016,2000,13,Newton,1344,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4100 S  SAN PEDRO                    ST,,"(34.0092, -118.2692)",90011
161314300,6/22/2016,6/22/2016,1800,13,Newton,1354,110,CRIMINAL HOMICIDE,0334 0302 0429 0913 1407 1100 0430 1419,46,M,H,121,YARD (RESIDENTIAL/BUSINESS),103,RIFLE,AA,Adult Arrest,110,998,,,4000    TRINITY                      ST,,"(34.0112, -118.2704)",90011
161314301,6/23/2016,6/22/2016,2230,13,Newton,1323,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  25TH                         ST,,"(34.0216, -118.2588)",90011
161314302,6/23/2016,6/22/2016,900,13,Newton,1344,310,BURGLARY,0344 1402 1607 0358,0,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,310,998,,,400 E  42ND                         PL,,"(34.0078, -118.2636)",90011
161314304,6/22/2016,6/20/2016,1000,13,Newton,1345,440,THEFT PLAIN - PETTY ($950 & UNDER),,26,F,H,406,OTHER STORE,,,IC,Invest Cont,440,,,,3300 S  CENTRAL                      AV,,"(34.0136, -118.2565)",90011
161314305,6/20/2016,6/20/2016,1140,13,Newton,1353,624,BATTERY - SIMPLE ASSAULT,0416 0913,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 E  47TH                         ST,,"(34.0037, -118.2609)",90011
